Make,Model,Year,Color,Price,Horsepower,FuelEconomy,Trim
Ford,F-150,2021,Charcoal,26103,325,20,XL
Nissan,Rogue,2020,Red,25259,201,33,Platinum
Nissan,Altima,2024,Orange,25992,188,32,SR
Nissan,Altima,2024,Red,25708,188,32,S
Subaru,Outback,2024,Grey,34252,260,26,Onyx Edition XT
Jeep,Grand Cherokee,2025,Matte Black,63848,293,22,Summit
Mercedes-Benz,C-Class,2020,Yellow,39132,402,22,AMG C 43
Ram,1500,2024,Grey,52128,395,22,Laramie
Volkswagen,Jetta,2024,Red,28563,228,30,GLI Autobahn
Kia,Telluride,2023,Yellow,29280,291,23,LX
Tesla,Model 3,2020,Black,31139,393,130,Long Range
Volkswagen,Tiguan,2025,White,29449,184,27,S
BMW,X5,2020,Black,60109,523,19,M60i
Toyota,Tacoma,2024,Yellow,48032,278,21,Limited
Subaru,Crosstrek,2023,Green,19534,152,29,Base
Subaru,Outback,2021,Black,29563,260,26,Onyx Edition XT
Audi,Q5,2020,Yellow,33395,261,25,Premium Plus 45
Audi,Q5,2022,Matte Black,33858,201,26,Premium 40
Ford,Explorer,2024,Red,33468,300,24,XLT
Nissan,Altima,2020,Blue,17589,188,32,S
Ford,Mustang,2024,Blue,38336,480,18,GT
Kia,K5,2020,Black,19302,180,31,GT-Line
Jeep,Wrangler,2023,Red,27954,285,20,Sport
Nissan,Altima,2024,Matte Black,23226,188,32,S
Ford,F-150,2024,Silver,61617,400,20,Lariat
Chevrolet,Tahoe,2025,Green,56273,355,17,LS
Subaru,Outback,2024,Grey,27308,182,28,Base
BMW,3 Series,2023,Midnight Blue,63955,473,19,M3
Toyota,Camry,2024,Orange,30437,301,25,TRD
Chevrolet,Tahoe,2024,Black,55146,355,17,LT
Toyota,RAV4,2022,Silver,26418,203,28,Adventure
Mercedes-Benz,C-Class,2022,Red,46803,402,22,AMG C 43
Mercedes-Benz,GLE,2022,Green,53410,375,22,GLE 450
Kia,Telluride,2025,Charcoal,34602,291,23,LX
Hyundai,Tucson,2024,Silver,27745,226,38,Hybrid Blue
Honda,Civic,2022,Orange,21671,158,33,Sport
Mercedes-Benz,C-Class,2022,Red,48184,402,22,AMG C 43
Chevrolet,Corvette,2024,Blue,74936,490,19,Stingray 3LT
Chevrolet,Tahoe,2023,Grey,64779,420,16,High Country
Subaru,Crosstrek,2022,Orange,18503,152,29,Base
Hyundai,Elantra,2025,Red,27545,201,31,N Line
Volkswagen,Tiguan,2024,Silver,36278,184,26,SEL R-Line
Ford,F-150,2021,Burgundy,33381,325,20,XLT
Audi,A4,2024,Green,42958,261,28,Premium Plus 45
Honda,Pilot,2022,Grey,34817,285,22,EX-L
BMW,3 Series,2023,Grey,39198,255,29,330i
Mercedes-Benz,GLE,2024,Midnight Blue,58642,255,24,GLE 350
Mercedes-Benz,GLE,2025,Orange,63048,255,24,GLE 350
Chevrolet,Corvette,2024,Yellow,71065,490,19,Stingray 2LT
Subaru,Crosstrek,2024,Black,29755,182,29,Limited
Hyundai,Tucson,2024,Charcoal,26985,187,28,SE
Tesla,Model S,2022,Red,70006,1020,116,Plaid
Toyota,Camry,2020,Midnight Blue,22555,301,25,TRD
BMW,3 Series,2024,Silver,70497,473,19,M3
Kia,Telluride,2021,Orange,26035,291,23,S
Toyota,Prius,2022,Charcoal,27653,194,52,Limited
Toyota,RAV4,2023,Green,24783,203,30,XLE
Mercedes-Benz,C-Class,2023,White,51610,402,22,AMG C 43
Kia,Telluride,2022,Blue,29648,291,23,S
Subaru,Crosstrek,2022,Midnight Blue,21560,152,29,Base
Kia,Telluride,2024,Blue,33067,291,23,S
Kia,K5,2024,Orange,28930,290,27,GT
Honda,Pilot,2024,Red,42925,285,20,TrailSport
BMW,3 Series,2024,White,39707,255,29,330i
Tesla,Model 3,2024,Charcoal,36380,279,132,RWD
Chevrolet,Corvette,2021,Blue,49869,490,19,Stingray 1LT
Ford,Bronco,2023,Grey,31123,275,20,Big Bend
Ram,1500,2024,Orange,87838,702,12,TRX
Tesla,Model 3,2020,White,30114,393,130,Long Range
Audi,Q5,2024,Grey,50750,349,21,SQ5
Audi,Q5,2023,Green,43891,261,25,Premium Plus 45
Nissan,Rogue,2020,Silver,18515,201,33,S
Audi,Q5,2024,White,51717,349,21,SQ5
Nissan,Altima,2020,Grey,19004,188,32,S
Audi,Q5,2023,Grey,47233,349,21,SQ5
Ram,1500,2024,Burgundy,62475,395,22,Limited
Audi,A4,2022,Pearl White,33951,261,28,Premium Plus 45
Hyundai,Tucson,2024,Red,31284,226,38,Hybrid Blue
Subaru,Crosstrek,2021,Midnight Blue,22887,182,29,Sport
Subaru,Outback,2022,Yellow,31401,260,26,Onyx Edition XT
Ram,1500,2023,Yellow,39314,305,23,Big Horn
Jeep,Grand Cherokee,2025,Yellow,43966,293,22,Limited
Audi,A4,2024,Silver,51921,349,24,S4
Subaru,Crosstrek,2022,Black,20242,152,29,Base
Chevrolet,Corvette,2023,White,67008,490,19,Stingray 3LT
Volkswagen,Jetta,2024,Pearl White,21295,158,34,S
Hyundai,Tucson,2022,Green,24163,226,38,Hybrid Blue
Subaru,Crosstrek,2020,Black,18258,152,29,Base
Toyota,RAV4,2025,Matte Black,27213,203,30,LE
Tesla,Model 3,2024,Midnight Blue,45251,393,130,Long Range
Tesla,Model 3,2021,Orange,38914,510,113,Performance
Volkswagen,Jetta,2024,Grey,28436,228,30,GLI Autobahn
Tesla,Model 3,2025,Burgundy,47900,393,130,Long Range
Ford,Mustang,2025,Orange,43578,480,18,GT
Hyundai,Elantra,2020,Green,18153,201,31,N Line
Jeep,Wrangler,2020,Orange,29318,285,17,Rubicon
Jeep,Grand Cherokee,2023,Green,51975,293,22,Summit
Nissan,Altima,2025,Midnight Blue,34397,248,29,SR VC-Turbo
Subaru,Crosstrek,2024,Pearl White,27700,182,29,Limited
Volkswagen,Tiguan,2023,Grey,25305,184,27,S
Kia,Telluride,2022,Green,28878,291,23,LX
Subaru,Outback,2024,Charcoal,26954,182,28,Premium
Tesla,Model Y,2023,Matte Black,41606,384,122,Long Range
Ram,1500,2023,Midnight Blue,34970,305,23,Tradesman
Volkswagen,Jetta,2025,Blue,21663,158,34,Sport
Kia,Telluride,2021,Orange,27877,291,23,LX
Kia,Telluride,2024,Green,33614,291,23,S
Tesla,Model S,2023,Charcoal,74560,1020,116,Plaid
Ford,Mustang,2023,Burgundy,51873,500,17,Dark Horse
Honda,Pilot,2023,Pearl White,34506,285,22,EX-L
Honda,CR-V,2021,Yellow,24883,190,30,EX
Audi,A4,2024,White,37965,201,30,Premium 40
Volkswagen,Jetta,2023,Green,18117,158,34,Sport
Toyota,RAV4,2023,Green,24811,203,30,LE
Tesla,Model 3,2024,Green,47095,510,113,Performance
Hyundai,Tucson,2021,Red,20929,187,28,SEL
Honda,CR-V,2022,Green,22553,190,30,LX
Volkswagen,Tiguan,2023,Black,25113,184,27,SE
Volkswagen,Tiguan,2023,Black,32941,184,26,SEL R-Line
Chevrolet,Corvette,2022,Midnight Blue,52608,490,19,Stingray 1LT
Subaru,Outback,2023,Green,35170,260,26,Onyx Edition XT
Jeep,Grand Cherokee,2024,Black,40557,293,22,Limited
Mercedes-Benz,C-Class,2023,Pearl White,37860,255,30,C 300
Kia,Telluride,2022,Grey,28524,291,23,S
Nissan,Rogue,2024,Red,27670,201,33,S
Volkswagen,Tiguan,2023,Burgundy,34245,184,26,SEL R-Line
Chevrolet,Corvette,2022,Midnight Blue,61134,490,19,Stingray 3LT
Ford,Mustang,2021,Green,23098,315,26,EcoBoost
Chevrolet,Tahoe,2022,Pearl White,49926,355,17,LT
Ram,1500,2021,Matte Black,70244,702,12,TRX
Honda,Civic,2024,White,23058,158,35,LX
Mercedes-Benz,C-Class,2024,Matte Black,41635,255,30,C 300
Jeep,Grand Cherokee,2022,White,35137,293,22,Limited
Ford,Explorer,2023,White,40794,400,21,ST
Honda,Pilot,2020,Matte Black,30208,285,20,TrailSport
Jeep,Wrangler,2022,White,35768,285,17,Rubicon
Ram,1500,2022,Green,76520,702,12,TRX
Volkswagen,Jetta,2025,Burgundy,20897,158,34,Sport
Chevrolet,Silverado 1500,2020,Red,46791,420,15,ZR2
Ford,Mustang,2023,Burgundy,24776,315,26,EcoBoost
Ford,F-150,2024,Pearl White,71393,450,16,Raptor
Nissan,Rogue,2024,Blue,26948,201,33,S
Toyota,Tacoma,2021,Midnight Blue,37679,278,21,Limited
Subaru,Outback,2024,Red,25471,182,28,Base
Subaru,Outback,2023,Blue,25273,182,28,Base
Tesla,Model Y,2023,Yellow,40856,384,122,Long Range
Honda,Civic,2024,Yellow,26432,180,36,EX
Audi,A4,2022,Grey,43772,349,24,S4
Tesla,Model 3,2025,Burgundy,39345,279,132,RWD
Mercedes-Benz,C-Class,2022,Black,45273,402,22,AMG C 43
Kia,Telluride,2023,Red,31276,291,23,LX
Hyundai,Tucson,2023,Black,24676,187,28,SEL
Honda,Pilot,2024,Silver,43031,285,20,TrailSport
Kia,K5,2022,Grey,18602,180,31,LXS
Ford,Bronco,2023,Charcoal,34653,275,20,Big Bend
Volkswagen,Tiguan,2024,Black,25440,184,27,S
Honda,Civic,2022,Green,19462,158,33,Sport
Jeep,Grand Cherokee,2022,Midnight Blue,36222,293,22,Limited
Kia,Telluride,2024,Silver,34855,291,23,S
Hyundai,Elantra,2025,Green,32513,276,24,N
Mercedes-Benz,C-Class,2024,Blue,55602,402,22,AMG C 43
Ram,1500,2023,Midnight Blue,57252,395,22,Limited
Ford,Explorer,2022,Black,35051,300,24,ST-Line
Honda,Civic,2021,Red,19974,180,34,Touring
Ford,Mustang,2020,Charcoal,39024,500,17,Dark Horse
Honda,Civic,2022,Black,17978,158,35,LX
Honda,Civic,2024,Grey,21970,158,33,Sport
Kia,Telluride,2024,Burgundy,36979,291,23,S
Ram,1500,2023,Black,37117,305,23,Big Horn
Tesla,Model 3,2024,Silver,50452,510,113,Performance
Nissan,Rogue,2021,White,20387,201,33,S
BMW,3 Series,2024,Charcoal,42650,255,29,330i
Kia,K5,2020,Orange,22764,290,27,GT
Chevrolet,Tahoe,2021,Matte Black,45803,355,17,LT
Ram,1500,2020,Red,28046,305,23,Big Horn
Toyota,RAV4,2025,Charcoal,34372,203,28,Adventure
Hyundai,Tucson,2021,Black,25042,226,38,Hybrid Blue
Jeep,Grand Cherokee,2024,Pearl White,57535,293,22,Summit
Nissan,Rogue,2020,White,19214,201,33,S
Chevrolet,Silverado 1500,2024,Red,32490,310,20,WT
Subaru,Crosstrek,2024,Charcoal,26802,182,29,Sport
Jeep,Grand Cherokee,2021,Burgundy,33396,293,22,Limited
Jeep,Grand Cherokee,2022,Red,26484,293,22,Laredo
Honda,Civic,2023,Silver,25779,180,34,Touring
BMW,X5,2021,Silver,47982,375,25,sDrive40i
Honda,Pilot,2024,Matte Black,39343,285,22,EX-L
Ram,1500,2024,Silver,87430,702,12,TRX
Kia,Telluride,2024,Matte Black,33911,291,23,S
Nissan,Rogue,2025,Silver,39827,201,33,Platinum
Tesla,Model Y,2022,Black,37982,384,122,Long Range
Ram,1500,2024,Yellow,35929,305,23,Tradesman
BMW,X5,2024,Red,65083,483,58,xDrive50e
Hyundai,Tucson,2025,Yellow,25637,187,28,SE
Chevrolet,Silverado 1500,2021,Red,24766,310,20,WT
Tesla,Model S,2023,White,62170,670,120,Long Range
Ram,1500,2022,Blue,41406,395,22,Laramie
Toyota,Prius,2023,Grey,25372,194,57,LE
Jeep,Wrangler,2022,Grey,32130,285,19,Willys
Jeep,Grand Cherokee,2024,Black,43642,293,22,Limited
Subaru,Crosstrek,2024,Yellow,24929,182,29,Sport
Nissan,Altima,2023,Red,32098,248,29,SR VC-Turbo
Chevrolet,Silverado 1500,2024,Green,67402,420,15,ZR2
Tesla,Model 3,2025,Black,52837,510,113,Performance
Nissan,Altima,2025,Midnight Blue,27221,188,32,S
Mercedes-Benz,C-Class,2022,Matte Black,37515,255,30,C 300
Ford,Explorer,2024,Silver,33733,300,24,XLT
Ram,1500,2025,Grey,38774,305,23,Tradesman
Volkswagen,Tiguan,2024,Grey,35260,184,26,SEL R-Line
BMW,3 Series,2023,Burgundy,37314,255,29,330i
Toyota,Camry,2024,Pearl White,23035,203,32,LE
Hyundai,Elantra,2020,Black,14959,147,36,SE
Toyota,Tacoma,2025,Black,41382,278,20,TRD Sport
Kia,Telluride,2022,Silver,40175,291,23,SX Prestige
Kia,Telluride,2021,Blue,35115,291,23,SX Prestige
Hyundai,Elantra,2024,Green,30573,276,24,N
Hyundai,Tucson,2024,Silver,25791,187,28,SEL
Jeep,Wrangler,2023,Silver,40618,285,17,Rubicon
Toyota,Prius,2023,White,25753,194,52,XLE
Ford,F-150,2024,Blue,32067,325,20,XL
Kia,K5,2023,Matte Black,24300,180,31,GT-Line
Jeep,Wrangler,2022,Orange,72792,470,14,Rubicon 392
Nissan,Altima,2022,Black,26526,248,29,SR VC-Turbo
Ford,Explorer,2020,Grey,22922,300,24,XLT
Jeep,Grand Cherokee,2024,Pearl White,40619,293,22,Limited
Tesla,Model Y,2024,Burgundy,44891,384,122,Long Range
Subaru,Outback,2025,Matte Black,37581,260,26,Onyx Edition XT
Toyota,RAV4,2023,Red,26130,203,30,LE
Ram,1500,2020,Black,24791,305,23,Tradesman
Audi,A4,2022,Matte Black,31805,201,30,Premium 40
Toyota,RAV4,2022,Yellow,27959,203,28,Adventure
Mercedes-Benz,C-Class,2022,Yellow,36884,255,30,C 300
Tesla,Model 3,2020,Orange,36589,510,113,Performance
Ram,1500,2023,Midnight Blue,33839,305,23,Tradesman
Kia,Telluride,2022,Charcoal,40798,291,23,SX Prestige
Nissan,Rogue,2021,White,26140,201,33,Platinum
Ram,1500,2024,Pearl White,88671,702,12,TRX
Audi,A4,2024,Midnight Blue,48232,349,24,S4
Toyota,Camry,2022,Red,27021,301,25,TRD
Subaru,Crosstrek,2023,Red,26219,182,29,Limited
Tesla,Model S,2022,Charcoal,56620,670,120,Long Range
Ram,1500,2023,Red,32225,305,23,Tradesman
Volkswagen,Tiguan,2021,Green,24166,184,27,SE
Toyota,Prius,2025,Midnight Blue,36154,194,52,Limited
Kia,K5,2021,Grey,18397,180,31,LXS
Hyundai,Elantra,2022,Grey,25999,276,24,N
Volkswagen,Tiguan,2023,Midnight Blue,27981,184,27,SE
Honda,CR-V,2024,Silver,28720,190,30,EX
Jeep,Wrangler,2021,Matte Black,66307,470,14,Rubicon 392
Volkswagen,Tiguan,2024,Grey,34375,184,26,SEL R-Line
Mercedes-Benz,GLE,2025,Red,69315,375,22,GLE 450
Chevrolet,Corvette,2020,Grey,44560,490,19,Stingray 1LT
Hyundai,Tucson,2020,Blue,20054,226,38,Hybrid Blue
Tesla,Model Y,2021,Grey,37141,456,111,Performance
Volkswagen,Jetta,2023,Red,20448,158,34,Sport
Toyota,Camry,2020,Burgundy,22932,301,25,TRD
Kia,Telluride,2022,Silver,29133,291,23,S
Volkswagen,Tiguan,2023,Yellow,22834,184,27,S
Toyota,RAV4,2025,Blue,38099,203,28,TRD Off-Road
BMW,3 Series,2022,Red,36550,255,29,330i
Chevrolet,Silverado 1500,2024,Pearl White,33482,310,20,WT
Ram,1500,2020,Silver,63593,702,12,TRX
Honda,Pilot,2024,Silver,38535,285,22,EX-L
Audi,A4,2022,Charcoal,42933,349,24,S4
Ram,1500,2024,Grey,61390,395,22,Limited
Chevrolet,Silverado 1500,2020,Burgundy,33871,355,19,RST
Kia,K5,2022,Silver,24102,290,27,GT
Nissan,Rogue,2020,Green,20735,201,33,SV
Chevrolet,Tahoe,2025,Grey,56206,355,17,LS
Kia,Telluride,2023,Burgundy,33044,291,23,S
Kia,K5,2022,Matte Black,25106,290,27,GT
Tesla,Model Y,2022,Red,38294,384,122,Long Range
Hyundai,Elantra,2024,Blue,19013,147,36,SE
Honda,Pilot,2023,Blue,40990,285,20,TrailSport
Mercedes-Benz,C-Class,2023,Silver,39630,255,30,C 300
Mercedes-Benz,C-Class,2022,Red,48131,402,22,AMG C 43
Mercedes-Benz,GLE,2024,Silver,55750,255,24,GLE 350
Audi,A4,2024,Yellow,48337,349,24,S4
Chevrolet,Tahoe,2020,Pearl White,38708,355,17,LS
BMW,X5,2024,Orange,59428,375,25,sDrive40i
BMW,3 Series,2024,Orange,69152,473,19,M3
Jeep,Grand Cherokee,2023,Charcoal,28993,293,22,Laredo
Tesla,Model S,2020,Matte Black,48550,670,120,Long Range
Kia,K5,2024,Blue,23156,180,31,GT-Line
Chevrolet,Silverado 1500,2023,White,39620,310,20,LT
Kia,K5,2022,Green,20472,180,31,LXS
Jeep,Grand Cherokee,2022,Red,27920,293,22,Laredo
Volkswagen,Jetta,2023,Black,16310,158,34,S
Ford,F-150,2020,Midnight Blue,42808,400,20,Lariat
Hyundai,Elantra,2024,White,23100,147,34,SEL
Chevrolet,Corvette,2020,Orange,47821,490,19,Stingray 2LT
Hyundai,Elantra,2020,White,14101,147,36,SE
Mercedes-Benz,GLE,2023,Pearl White,51168,255,24,GLE 350
Honda,Civic,2023,Blue,23577,158,33,Sport
Honda,CR-V,2025,Green,31155,190,30,LX
Volkswagen,Tiguan,2022,Pearl White,29186,184,26,SEL R-Line
Nissan,Altima,2024,Yellow,30970,248,29,SR VC-Turbo
Hyundai,Tucson,2023,Orange,25093,187,28,SEL
Mercedes-Benz,C-Class,2024,Yellow,54199,402,22,AMG C 43
Ford,Mustang,2022,White,26060,315,26,EcoBoost
Subaru,Crosstrek,2024,White,25873,182,29,Sport
Kia,Telluride,2022,Silver,29353,291,23,S
Hyundai,Tucson,2022,Black,19898,187,28,SE
Subaru,Outback,2024,Midnight Blue,38750,260,23,Wilderness
Hyundai,Tucson,2022,Midnight Blue,23693,187,28,SEL
Nissan,Altima,2023,Grey,22915,188,32,SR
BMW,X5,2022,Red,69818,523,19,M60i
Toyota,Tacoma,2023,Midnight Blue,33399,278,20,TRD Sport
Kia,K5,2020,Midnight Blue,17893,180,31,GT-Line
Tesla,Model S,2020,Red,60879,1020,116,Plaid
Volkswagen,Jetta,2024,Pearl White,18333,158,34,S
Mercedes-Benz,GLE,2024,Green,65016,375,22,GLE 450
Toyota,Prius,2025,Blue,34585,194,52,Limited
Hyundai,Elantra,2021,Pearl White,22182,201,31,N Line
Mercedes-Benz,C-Class,2022,Matte Black,35152,255,30,C 300
Toyota,Prius,2024,Green,30406,194,52,Limited
BMW,X5,2024,Orange,59327,375,25,sDrive40i
Jeep,Wrangler,2023,Matte Black,38937,285,17,Rubicon
Ford,Mustang,2023,Matte Black,51326,500,17,Dark Horse
Mercedes-Benz,GLE,2023,Matte Black,53707,255,24,GLE 350
Hyundai,Tucson,2022,Green,24165,226,38,Hybrid Blue
BMW,X5,2022,Grey,52523,375,25,sDrive40i
Nissan,Rogue,2024,Orange,27063,201,33,SV
Honda,CR-V,2024,Charcoal,28571,190,30,LX
Tesla,Model S,2022,Pearl White,71910,1020,116,Plaid
Tesla,Model 3,2024,Silver,48565,510,113,Performance
Mercedes-Benz,GLE,2025,Silver,87363,429,20,AMG GLE 53
Subaru,Crosstrek,2021,Orange,18090,152,29,Base
Tesla,Model 3,2023,Silver,34951,279,132,RWD
Ford,Bronco,2024,Silver,45856,275,20,Outer Banks
Mercedes-Benz,C-Class,2021,Silver,34466,255,30,C 300
BMW,3 Series,2022,Burgundy,45073,382,26,M340i
Subaru,Crosstrek,2025,White,24708,152,29,Base
Volkswagen,Jetta,2025,Silver,31234,228,30,GLI Autobahn
Volkswagen,Jetta,2022,Burgundy,15420,158,34,S
Volkswagen,Jetta,2023,Red,18837,158,34,Sport
Toyota,Prius,2024,Midnight Blue,33916,194,52,Limited
Kia,K5,2020,Grey,16240,180,31,GT-Line
Kia,K5,2022,Black,20473,180,31,LXS
Hyundai,Elantra,2022,Red,17102,147,34,SEL
Honda,CR-V,2022,Pearl White,24731,190,30,EX
Subaru,Outback,2021,Pearl White,23885,182,28,Premium
Volkswagen,Jetta,2025,Yellow,33239,228,30,GLI Autobahn
Mercedes-Benz,C-Class,2023,Grey,37791,255,30,C 300
Toyota,Prius,2021,Charcoal,24148,194,52,Limited
Chevrolet,Corvette,2025,Charcoal,74681,490,19,Stingray 2LT
Volkswagen,Jetta,2022,Grey,18200,158,34,S
Subaru,Crosstrek,2021,Blue,24128,182,29,Limited
Hyundai,Tucson,2024,Midnight Blue,26781,187,28,SE
Ram,1500,2022,Burgundy,33227,305,23,Big Horn
Mercedes-Benz,C-Class,2023,Burgundy,52475,402,22,AMG C 43
Kia,Telluride,2025,Black,38068,291,23,LX
Subaru,Crosstrek,2024,Matte Black,27437,182,29,Sport
Kia,Telluride,2022,Blue,39556,291,23,SX Prestige
Volkswagen,Tiguan,2024,Yellow,27515,184,27,S
Honda,Civic,2023,Red,23566,180,36,EX
Honda,Civic,2024,Burgundy,24163,158,33,Sport
Volkswagen,Tiguan,2024,Midnight Blue,29982,184,27,SE
Ram,1500,2023,Charcoal,33223,305,23,Tradesman
BMW,3 Series,2022,Silver,44488,382,26,M340i
Ford,F-150,2023,Orange,67369,450,16,Raptor
Jeep,Wrangler,2025,Yellow,41167,285,19,Willys
Audi,A4,2023,Black,36404,201,30,Premium 40
Volkswagen,Jetta,2024,Charcoal,30253,228,30,GLI Autobahn
Toyota,Prius,2022,Black,24436,194,52,XLE
Audi,Q5,2023,White,50180,349,21,SQ5
Mercedes-Benz,GLE,2024,Black,64551,375,22,GLE 450
Kia,Telluride,2023,Pearl White,43813,291,23,SX Prestige
Ford,Mustang,2024,Red,53856,500,17,Dark Horse
Subaru,Crosstrek,2024,Yellow,23649,152,29,Base
Chevrolet,Corvette,2024,Matte Black,74304,490,19,Stingray 3LT
Ford,F-150,2024,Charcoal,61736,400,20,Lariat
Ford,Explorer,2023,Grey,31336,300,24,XLT
Ford,Explorer,2023,Midnight Blue,32060,300,24,XLT
Subaru,Outback,2024,Burgundy,26896,182,28,Premium
Hyundai,Elantra,2023,Black,17285,147,36,SE
Chevrolet,Tahoe,2025,Pearl White,76802,420,16,High Country
Volkswagen,Jetta,2021,Pearl White,21696,228,30,GLI Autobahn
Tesla,Model Y,2025,Blue,48847,384,122,Long Range
Ford,F-150,2023,Blue,41786,325,20,XLT
Audi,A4,2024,Pearl White,41869,261,28,Premium Plus 45
Kia,K5,2023,Yellow,28637,290,27,GT
Kia,Telluride,2024,Red,33909,291,23,LX
Nissan,Altima,2024,Red,22927,188,32,S
Hyundai,Tucson,2021,Grey,24783,226,38,Hybrid Blue
Honda,Pilot,2023,Burgundy,37626,285,22,EX-L
Hyundai,Tucson,2024,Red,27291,187,28,SEL
Ram,1500,2025,Orange,54368,395,22,Laramie
Honda,Pilot,2023,Grey,35443,285,22,EX-L
Ram,1500,2024,Green,36733,305,23,Tradesman
Jeep,Wrangler,2024,Green,44050,285,17,Rubicon
Nissan,Altima,2021,Green,25027,248,29,SR VC-Turbo
Ford,Bronco,2021,Matte Black,36171,275,17,Badlands
Toyota,RAV4,2024,Grey,27353,203,30,LE
BMW,X5,2024,Grey,66036,483,58,xDrive50e
Audi,Q5,2021,White,31121,201,26,Premium 40
Subaru,Outback,2022,Green,24553,182,28,Premium
Hyundai,Tucson,2024,Charcoal,27976,226,38,Hybrid Blue
Chevrolet,Silverado 1500,2024,Red,48416,355,19,RST
Kia,Telluride,2023,Charcoal,31553,291,23,S
Volkswagen,Jetta,2022,Silver,19434,158,34,Sport
Kia,K5,2023,Yellow,21267,180,31,LXS
Ram,1500,2024,Grey,88202,702,12,TRX
Jeep,Grand Cherokee,2024,Yellow,33113,293,22,Laredo
Tesla,Model S,2025,Red,91270,1020,116,Plaid
Nissan,Rogue,2024,Pearl White,29873,201,33,SV
Jeep,Wrangler,2022,Burgundy,31746,285,19,Willys
Jeep,Grand Cherokee,2025,Black,46911,293,22,Limited
Jeep,Grand Cherokee,2025,Red,45581,293,22,Limited
Honda,Pilot,2024,Orange,39403,285,22,EX-L
BMW,X5,2024,Blue,68004,483,58,xDrive50e
Subaru,Outback,2022,Orange,21682,182,28,Base
Subaru,Crosstrek,2023,Burgundy,25103,182,29,Sport
Ram,1500,2021,Silver,67511,702,12,TRX
Ford,Mustang,2022,Burgundy,31972,480,18,GT
BMW,3 Series,2024,Matte Black,41417,255,29,330i
Mercedes-Benz,C-Class,2023,Silver,52627,402,22,AMG C 43
Hyundai,Tucson,2021,Pearl White,25021,226,38,Hybrid Blue
Chevrolet,Tahoe,2022,Matte Black,46442,355,17,LT
Tesla,Model 3,2024,Green,35682,279,132,RWD
Jeep,Wrangler,2023,Black,28559,285,20,Sport
Ford,F-150,2022,Orange,28823,325,20,XL
Chevrolet,Corvette,2021,Grey,49011,490,19,Stingray 1LT
Toyota,RAV4,2024,White,28218,203,30,XLE
Ford,Mustang,2024,Pearl White,55006,500,17,Dark Horse
Honda,Civic,2020,Burgundy,17626,158,33,Sport
Tesla,Model Y,2024,Orange,43543,384,122,Long Range
BMW,3 Series,2021,Blue,31648,255,29,330i
Kia,K5,2022,Pearl White,22394,180,31,GT-Line
Audi,Q5,2022,Yellow,35375,201,26,Premium 40
Nissan,Rogue,2025,Silver,30167,201,33,SV
Kia,K5,2024,Yellow,24740,180,31,LXS
Chevrolet,Silverado 1500,2024,Midnight Blue,33607,310,20,WT
Ford,Mustang,2023,White,35587,480,18,GT
Ram,1500,2022,Black,73714,702,12,TRX
Mercedes-Benz,C-Class,2022,Burgundy,35268,255,30,C 300
Audi,Q5,2024,Silver,42039,201,26,Premium 40
Mercedes-Benz,GLE,2024,Orange,57723,255,24,GLE 350
Chevrolet,Silverado 1500,2024,Silver,65196,420,15,ZR2
Mercedes-Benz,C-Class,2020,Charcoal,32424,255,30,C 300
Subaru,Crosstrek,2024,Grey,26751,182,29,Sport
Hyundai,Tucson,2024,Grey,26653,187,28,SE
Volkswagen,Jetta,2023,Burgundy,19606,158,34,S
Audi,Q5,2022,Orange,42878,349,21,SQ5
Jeep,Grand Cherokee,2024,Grey,58543,293,22,Summit
Audi,A4,2022,Midnight Blue,37660,261,28,Premium Plus 45
Chevrolet,Corvette,2020,Black,45634,490,19,Stingray 1LT
Honda,Civic,2024,Black,22523,158,33,Sport
Chevrolet,Silverado 1500,2024,Pearl White,66310,420,15,ZR2
Tesla,Model Y,2021,Black,33484,384,122,Long Range
Chevrolet,Silverado 1500,2023,Silver,44388,355,19,RST
Toyota,Camry,2023,Matte Black,21406,203,32,LE
Jeep,Grand Cherokee,2024,Blue,33068,293,22,Laredo
Honda,Civic,2021,Yellow,18990,158,33,Sport
Tesla,Model 3,2025,Blue,51359,510,113,Performance
Honda,Pilot,2022,White,33646,285,22,EX-L
Honda,Pilot,2025,Red,48515,285,20,TrailSport
BMW,3 Series,2020,White,27939,255,29,330i
Volkswagen,Tiguan,2023,Burgundy,25640,184,27,SE
Chevrolet,Tahoe,2023,Pearl White,48417,355,17,LS
Tesla,Model 3,2025,Red,49549,393,130,Long Range
Mercedes-Benz,GLE,2024,Matte Black,78337,429,20,AMG GLE 53
Subaru,Crosstrek,2020,Burgundy,18798,182,29,Sport
Honda,CR-V,2024,Blue,32427,204,40,Sport Hybrid
Mercedes-Benz,C-Class,2022,Charcoal,48848,402,22,AMG C 43
Mercedes-Benz,GLE,2022,Orange,55868,375,22,GLE 450
Audi,A4,2024,Silver,37315,201,30,Premium 40
Kia,Telluride,2024,White,47198,291,23,SX Prestige
Subaru,Outback,2021,Yellow,18881,182,28,Base
Tesla,Model Y,2023,Pearl White,39279,384,122,Long Range
Toyota,Camry,2023,Silver,23795,203,32,LE
BMW,3 Series,2024,Midnight Blue,51344,382,26,M340i
BMW,3 Series,2024,Black,70019,473,19,M3
Kia,Telluride,2025,Black,36806,291,23,LX
Tesla,Model S,2023,White,75147,1020,116,Plaid
